review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R29H5YGFYBRF68,B09XXW54QG,5.0 out of 5 stars Satisfacción Total,Wellington Sanchez,5,"He hecho una que otra compra que no me han dejado completamente satisfecho, pero este equipo de sonido Marshall, después de mi esposa, es de las mejores cosas que he conseguido en la vida!!!","Reviewed in the United States June 18, 2024",AHHMT2LY5TMDSEOGIR3AMIDYEOJA,True,0,Color: Black & BrassStyle: Emberton II
R1I2IKWIFRG46W,B09XXW54QG,5.0 out of 5 stars Superb,HKPhooey,5,Superb bluetooth speaker from Marshall. As you would expect the sound quality is awesome and the battery life is amazing. I think most people will be happy with this speaker.,"Reviewed in the United States June 20, 2024",AFZU35TA2X2WJKFXHFVUAPUS3E5Q,True,0,Color: Black & BrassStyle: Emberton II
R1HZM4JL4AMJRY,B09XXW54QG,4.0 out of 5 stars I wanted to love it more than I do.,Sheri,4,"Me and Marshall go way back, so when I was searching for a portable speaker, I kept coming back to this one. Even though my daughter kept telling me to get a JBL.I love the look of this little Marshall, classic! But, I probably should have listened to my daughter.The sound is decent to good. There is no ability to toggle any sort of EQ. So the sound you hear, is the sound you get. The thing that I like least about this speaker is the function button. There is only one that you depress in N,S,E, and W for different abilities, but it is loose. It wobbles around like a loose tooth. I would prefer a nice tight button that snaps in each direction. This has caused me to slip and call the wrong function and it just feels wrong.","Reviewed in the United States January 15, 2024",AFO4OED23PFDXX3AFKZ2T2DRXWIQ,True,2,Color: Black & BrassStyle: Emberton II
R2Y5JX8KKE6MY1,B09XXW54QG,5.0 out of 5 stars Totally stoked!,David,5,"Like everyone else,for the price you don’t have high expectations,came in ten minutes ago already charged,didn’t have to have my kids to help me,haha.Already rocking out to some Black Sabbath! This’ll be a perfect “little “ job site sound system!!","Reviewed in the United States June 15, 2024",AHHCXJJLJTDTMIDCTJBLS4CID4AA,True,0,Color: Black & BrassStyle: Emberton II
R2TSL7HKTFV9B7,B09XXW54QG,5.0 out of 5 stars Very impressive sound quality,Amazon Customer,5,I actually had to return this because I am using it to make the alarms louder on my boat navigation system but it will go idle if it doesn't have an audio input so I needed to replace it for a speaker that would remain active as long as it was plugged into power. But it has the best sound of any system I've seen,"Reviewed in the United States May 30, 2024",AHDY74ITQQK5IJVGRYADHJPD3EFA,True,0,Color: Black & BrassStyle: Emberton II
R2XON2L0HL4LWO,B09XXW54QG,5.0 out of 5 stars Thank you for this good product.,YJ,5,Thank you for this good product.,"Reviewed in the United States July 5, 2024",AEDOMKI5W6HRTOP5NYIH4EITDLIQ,True,0,Color: CreamStyle: Emberton II
R3EP8XGT7GZSMZ,B09XXW54QG,3.0 out of 5 stars App Disappoints,Patti Medina,3,The App is not compatible with my Android Device so I can't use the equalizer to dial in the sound. Very disappointing!,"Reviewed in the United States September 2, 2024",AFAXL5PZCYI3PB23645H4C6OMCFQ,True,0,Color: Black & BrassStyle: Emberton II
R2ZEE7MB12Q04N,B09XXW54QG,5.0 out of 5 stars You Complete Me,James,5,"Size really doesn't matter, and in the world of speakers, it's the sound that counts, not the inches! Traveling 90% of the time, I was tired of jamming things in my ears or feeling like I had a sauna on my head with over-ear headphones.I've tested the heavy hitters – B&O, Sonos, Bose, Megaboom (more like Mega Joke), Anker – and had almost thrown in the towel. Then a friend introduced me to the Marshall Emberton II Portable Bluetooth Speaker, claiming it's as good or better than his fancy B&O speaker, but less than half the price.Now, when I saw the Marshall speaker's price tag at $128.00, I hesitated. I mean, I've been forking out $250.00 and more for other speakers. But curiosity got the better of me, and boy, am I glad it did! The Marshall speaker not only shattered my expectations with its deep bass and distortion-free music, even at volumes that could make my ears bleed. I'm a convert and already planning to surround myself with more of these pocket-sized wonders!Cheers,","Reviewed in the United States January 27, 2024",AEWYYN4J3I3I5IIF5QNOBAF4GYIQ,True,5,Color: Black & BrassStyle: Emberton II
R2CJPFJDTJYCBQ,B09XXW54QG,5.0 out of 5 stars Incredible Sound!!!,Terry Alfaro,5,"I waited a few battery cycles to write this review. I am VERY pleased with this speaker. The sound is crisp, clear and loud with a long lasting battery. I own several bluetooth speakers and this one by far is my favorite! You will not be dissapointed..","Reviewed in the United States June 2, 2024",AGYSHR2XB5ZHXEHCQ2RG7APIWTKQ,True,1,Color: Black & BrassStyle: Emberton II
R2MZSRO8I4GMJY,B09XXW54QG,5.0 out of 5 stars Suena increíble (EL MEJOR SPEAKER QUE PUEDES COMPRAR),Luis Salazar,5,"Yo no sé nada de sonido y de tener un bafle con un buen audio, para mi todo suena igual, hasta que puse mi playlist favorita en este speaker, quedé anonadado con la pureza de audio, el cómo suena la música que amo es una experiencia que nunca había experimentado. SÚPER RECOMENDADO.","Reviewed in the United States May 31, 2024",AHE32AGDNY3E2DM3L4F4LK5QTCJA,True,1,Color: Black & BrassStyle: Emberton II
RTYFUUARC1J8O,B09XXW54QG,5.0 out of 5 stars WOW! Great sound! Worthy of the legacy,David Peterson,5,We have a number of blue tooth speakers…even a nice JVC … but this one tops them all…its our choice every time now.,"Reviewed in the United States June 15, 2024",AEWKQCREMKR6I4GHDDBLXCVK76EQ,True,0,Color: Black & BrassStyle: Emberton II
RX6R15CXMFZV1,B09XXW54QG,3.0 out of 5 stars Perfect size but,MDInc,3,I have a few of these and really like them but the volume is limited. Wish they were a little louder.,"Reviewed in the United States August 24, 2024",AHLJTCV5FKXBD3YHEHKL5JKTY2DA,True,0,Color: Black & BrassStyle: Emberton II
R2Y588KB1MCI84,B09XXW54QG,4.0 out of 5 stars Pretty good,Vinayak,4,I bought this and the Bose Flex Soundlink.Performs well and has good battery life.I liked Bose better because it does bass better.Although this one has stereo sound,"Reviewed in the United States April 16, 2024",AE4VNA3F4ZNVLIIB76CNWNQONOQA,True,0,Color: Black & BrassStyle: Emberton II
ROLJA7VPEL167,B09XXW54QG,"4.0 out of 5 stars Good for now,",David L. Hadley,4,"Nice so far, very small, but good sound, take it to the beach","Reviewed in the United States May 15, 2024",AGZUKZUQG7SIWZQ7TSDNMXPR3L6A,True,0,Color: BlackStyle: Emberton
RI7HM2ETYBU6M,B09XXW54QG,5.0 out of 5 stars Just beautiful!,Jo,5,"This speaker is everything! Aesthetically pleasing, I mean the speaker is gorgeous. Feels super high quality and the sound is just amazing! It’s a little pricey but you get for what you pay for! Highly recommend","Reviewed in the United States June 3, 2024",AG5TJEPDY6TLOJYN6TO4KCK64FYQ,True,2,Color: CreamStyle: Emberton II
R2S6BSHORE15PN,B09XXW54QG,5.0 out of 5 stars Change the settings,Kennedy,5,This is a great speaker. It has speakers on both sides. The bass doesn't vibrate the speaker but the air around it. Make sure to change the settings in the apps equalizer from classic to push. It'll make the vocals more pronounced. Battery life is amazing. I'd say it's on par with Bose but better battery.,"Reviewed in the United States May 22, 2024",AGYHAY6XZXOBCEQVBEOKFW5P43AQ,True,1,Color: Black & BrassStyle: Emberton II
R3EZH9NT28ZTNZ,B09XXW54QG,4.0 out of 5 stars It will be better if it has a 3.5mm as well.,msa1906,4,It will be better if it has a 3.5mm as well.,"Reviewed in the United States May 6, 2024",AGLJIBSQCQSDN2TD4JKJ26ZKDM6A,True,0,Color: BlackStyle: Emberton
R17OHC43BJ8W5K,B09XXW54QG,5.0 out of 5 stars Marshall Emberton II,Kindle Customer,5,perfect for its category,"Reviewed in the United States June 22, 2024",AEHBSUFRNQEFVMLIFX7HW22AFYAA,True,0,Color: Black & BrassStyle: Emberton II
R1B04W9LW6SVNP,B09XXW54QG,3.0 out of 5 stars Love it but it doesn't love Androids.,Michele,3,"Android users, just say no. The sound is very good and it feels like a heavy well built product. I bought this for my husband who will only ever buy an Android phone...but this device does not work with an Android.He is keeping it because he can use it with his computer, but he is disappointed. He has a Marshall amp for his guitar. He loves Marshall.I just checked the stats...worldwide there are 3 billion Android devices to 1 billion iPhone. Seems like plenty of reason to get the app fixed so Android users can use their beloved Marshall.","Reviewed in the United States June 18, 2024",AEZNRFDHGOAASFMLKAKXZMN6ZXDA,True,2,Color: Black & BrassStyle: Emberton II
RMRLGM7D7ACAT,B09XXW54QG,4.0 out of 5 stars It’s great!,Elke,4,"The only con is that although my phone is hooked up to the unit, I cannot receive calls through the Bluetooth device. It says that I am hooked up to it. Otherwise, I love it!","Reviewed in the United States April 6, 2024",AH2IP7DXKCNR2OEXKRQUFJT5626A,True,0,Color: BlackStyle: Emberton
RTQYY7Z98QWSV,B09XXW54QG,5.0 out of 5 stars Exceedingly cool great sounding lil speaker. I love it fo realz,Brian l Howlett,5,"The toggle n mode is perfect, it’s intuitive and makes the whole thing enjoyable","Reviewed in the United States June 2, 2024",AGFQS7B7NF2QNBNV6RMNLXXE67UA,True,0,Color: CreamStyle: Emberton II
R1EO1CJOX607YT,B09XXW54QG,5.0 out of 5 stars Emberton,Alfredo,5,"Excelente producto, calidad de sonido y potencia. Resistencia al agua y golpes.","Reviewed in the United States June 8, 2024",AFLHLWMBN4IQJKODGXJKJZ3PQYFQ,True,0,Color: BlackStyle: Emberton
R1J6Z98WSUIRZ4,B09XXW54QG,4.0 out of 5 stars Great - with a few caveats,TJ,4,"This is an amazing speaker with excellent sound quality that surpassed expectations and competitors. The lower rating is due to the speaker's inability to go to a really low volume that I wanted for it to be a low key speaker for the bedroom. Also, Marshall allows pairing of speakers to play the same sound, or in stereo, but that apparently is only for when you have two of the same speakers. I have one of their larger speakers that I love, so I was very disappointed that their app doesn't allow pairing of two of their speakers that aren't identical. If you don't care about really low volume music or pairing with a different Marshall speaker, I can't recommend this more highly.","Reviewed in the United States December 4, 2023",AGQUN3KJYYOJNSILZUNTYO2M6FBA,True,2,Color: Black & BrassStyle: Emberton II
R2NFW464C6ESVJ,B08BCHKY52,5.0 out of 5 stars Great sound for the average room at a great price,Tom O,5,"I was quite surprised. Feels substantial, well made, sturdy, nothing cheap about it. Lots of soft rubber around all sides so it doesn't clunk around when placed on a surface. The sound, without the app, was clear, wide frequency response, deep bass, much richer than I expected for the price. I'd say it's comparable to any of similar size at twice the price. And the long play time comes from a 4200mAH battery, which is one reason for the good heavy feel. It works well in rooms up to about 15 x 15 ft, or outside on a table. Was easy to pair. The top buttons are a bit too universal for me, like trying to remember what each can do is hard if you don't use them often. Very happy though.","Reviewed in the United States July 19, 2024",AHTDNYOWQ4ZBB56W3DH74B67WV5Q,True,4,Color: Black
RZLER4HH0SS14,B08BCHKY52,5.0 out of 5 stars Pretty good for the price,Robert S.,5,For the price it sounds excellent. I'll probably get another to pair with it. It connects very quickly and connects to multiple devices which is cool. Has a nice quality and performs very well. I like the size and appearance because I can put it just about anywhere and it looks good where it's at.,"Reviewed in the United States August 27, 2024",AF4RYOE6PZD2EORDYER4NQXVYAEQ,True,0,Color: Black
R19QN8GDE3KJXO,B08BCHKY52,5.0 out of 5 stars Finally replace my angler cube Bluetooth spear.,Taz,5,I had my maker cube for over 7 years. Well made and still charges. But lack sound. This new anker encore is awesome. Great sound from such a little speaker. I gave it to my mom and she loves it.,"Reviewed in the United States August 5, 2024",AHY4X42VOLFWG22LR2KISITCVNLQ,True,0,Color: Black
RYU4UWAD5IV8U,B08BCHKY52,4.0 out of 5 stars Great up close or in small rooms!,Ethan,4,"This speaker is an absolute bang for your buck. The sound is clear and punchy and can easily be equalized with the included app. However, the bass becomes quite unpronounced when listened to in a large room or from afar. Works great in the shower or on your nightstand!","Reviewed in the United States August 8, 2024",AH3S5K2L4VRAZE37TL4ZSFQ4HJ6A,True,0,Color: Black
R18DKD818EXDMI,B08BCHKY52,5.0 out of 5 stars Great Littel Speeaker,Dave M,5,"Very good quality at a reasonable price. Good sound. Very long battery life. Strap makes it easy to find a place to hang speaker. Sound is impressive for it's small size and small size makes it very portable and easy to stow for camping, boating, etc. Bluetooth range is excellent.","Reviewed in the United States July 13, 2024",AHBPUMCCO5NYAVAEWJYF3TMAXY3A,True,4,Color: Black
R4XCAIRR5LQOY,B08BCHKY52,5.0 out of 5 stars Soundcore Anker 3 Portable Bluetooth Speaker: A Splash of Music Anywhere,Jon Prince,5,"The Soundcore Anker 3 Portable Bluetooth Speaker has transformed my music experience, offering exceptional audio quality and portability in a rugged and waterproof package. This speaker is a versatile companion for outdoor adventures and indoor gatherings alike.Pros:Impressive Sound: The audio quality from such a compact speaker is astounding. Clear highs, rich mids, and satisfying bass make for a well-rounded listening experience, whether you're enjoying podcasts, songs, or movies.Long Playtime: The advertised 24-hour playtime is no exaggeration. This speaker goes the distance, keeping the music playing through day-long excursions without worrying about frequent recharging.Rugged Design: The IPX7 waterproof rating ensures that the speaker can withstand splashes, rain, and even brief immersion in water. This robust design makes it suitable for poolside parties, camping trips, or beach outings.User-Friendly: Pairing the speaker with devices is a breeze, thanks to the quick Bluetooth connectivity. The intuitive buttons allow easy control of volume, playback, and even hands-free calls.Compact Portability: The Anker 3's small size makes it easy to toss into a bag or backpack. Its lightweight build ensures you won't hesitate to take it along on your adventures.Cons:Lacks Advanced Equalization: While the speaker delivers excellent sound quality, audiophiles might miss advanced equalization options to fine-tune the audio to their preferences.In summary, the Soundcore Anker 3 Portable Bluetooth Speaker offers an impressive blend of sound quality, portability, and durability. Its waterproof design, long playtime, and ease of use make it a go-to option for music lovers on the move. Whether you're lounging by the pool or embarking on a hiking trip, this speaker is a fantastic companion that brings music to life with remarkable clarity and depth.","Reviewed in the United States August 23, 2023",AHAIX7QACG4MJM7S4U552IFYLURA,True,28,Color: Black
R3EAO5RLCV5LF8,B08BCHKY52,5.0 out of 5 stars Surprisingly Great Sound,Brandon D. Jones,5,"This speaker is impressive. It pairs easily, and quickly, and it connects every time. What surprised me was how great it sounded once connected. Usually these small speakers are tinny and have very little bass to them. Not this one...This speaker has crisp, high tones and warm, resonating lows. The range on this speaker is great as well. I can use it out in my yard, walk all over the place to get stuff done and the speaker doesn't lose signal.","Reviewed in the United States August 7, 2024",AGVIE3SEBXB423WTCXJXXU6GJHWA,True,2,Color: Black
R2JOCTAQJTA2MX,B08BCHKY52,5.0 out of 5 stars Best mix of any small speaker so far,ashlie,5,"The only thing I don't like is that I can hear the speaker faces vibrating but other than that, this is the BEST little portable speaker so far. Not too much bass but it's definitely there and the mix of the highs and lows and mids straight out of the box is great. I love that I can edit the levels further and save multiple custom equalizations in the app! The soundcore 2 was not supported. Very glad I upgraded to the soundcore 3.","Reviewed in the United States June 30, 2024",AG7K3HPHHD4EWA354VTZP5VLM5NA,True,3,Color: Black
R2SYFPBGFFISTJ,B08BCHKY52,5.0 out of 5 stars Muy buen parlante,Rogelio V.,5,"El altavoz Soundcore 3 de Anker Soundcore es una obra maestra de la tecnología de audio portátil que combina un diseño robusto, una calidad de sonido excepcional y una duración de batería prolongada. Con su robusta construcción y su capacidad para ofrecer un rendimiento de audio impresionante, este altavoz se posiciona como una opción destacada en el mercado de altavoces Bluetooth.Diseño y Construcción:El Soundcore 3 presenta un diseño elegante y resistente que lo hace ideal para su uso en interiores y exteriores. Sus dimensiones compactas y su peso ligero lo convierten en un dispositivo fácil de transportar, lo que permite llevar la música a cualquier lugar. Con una carcasa resistente al agua y al polvo con clasificación IPX7, este altavoz puede soportar salpicaduras, lluvia e incluso sumergirse brevemente en agua, lo que lo hace ideal para su uso en la playa, piscina o en condiciones climáticas adversas.El diseño de los controles es intuitivo y de fácil acceso, con botones táctiles en la parte superior que permiten controlar la reproducción, el volumen y la emparejación Bluetooth de manera sencilla. Además, cuenta con un puerto USB-C para cargar, lo que agrega comodidad y versatilidad a la experiencia del usuario.Calidad de Sonido:El Soundcore 3 ofrece una calidad de sonido impresionante para su tamaño compacto. Equipado con dos controladores de neodimio de 1.7 pulgadas y radiadores pasivos, este altavoz proporciona unos graves profundos y unos agudos nítidos que llenan la habitación con un sonido equilibrado y envolvente. La tecnología de procesamiento de señal digital (DSP) ajusta automáticamente el sonido para obtener un rendimiento óptimo en diferentes géneros musicales.La potencia de salida de 16W produce un sonido potente y claro, lo que permite disfrutar de la música con gran fidelidad y detalle, incluso a volúmenes altos. Además, la función de emparejamiento inalámbrico con otros altavoces Soundcore permite crear un sistema estéreo inalámbrico para una experiencia de audio más inmersiva.Conectividad y Batería:La conectividad Bluetooth 5.0 garantiza una conexión estable y sin problemas con dispositivos compatibles, con un alcance de hasta 20 metros. La tecnología de emparejamiento rápido facilita la conexión con smartphones, tabletas y otros dispositivos Bluetooth en cuestión de segundos.Una de las características más impresionantes del Soundcore 3 es su excepcional duración de batería. Con una batería de iones de litio de alta capacidad de 4800 mAh, este altavoz ofrece hasta 24 horas de reproducción continua con una sola carga, lo que lo convierte en un compañero ideal para viajes largos o eventos al aire libre sin preocuparse por quedarse sin batería.Funcionalidades Adicionales:El altavoz Soundcore 3 cuenta con un micrófono incorporado para realizar llamadas con manos libres, lo que añade versatilidad a sus funciones. También es compatible con la aplicación Soundcore, que ofrece actualizaciones de firmware, ecualizador personalizable y la opción de personalizar la configuración de audio según las preferencias individuales del usuario.En resumen, el Soundcore 3 de Anker Soundcore es un altavoz Bluetooth excepcional que combina un diseño resistente, una calidad de sonido impresionante y una duración de batería prolongada. Su portabilidad, resistencia al agua y su potente rendimiento lo convierten en una opción ideal para aquellos que buscan un altavoz versátil y de alto rendimiento para disfrutar de la música en cualquier lugar y momento.","Reviewed in the United States December 29, 2023",AFO2KYWMHAT5OVIGBA2LOY5JZBOA,True,1,Color: Black
R1H80Q7TW9I504,B08BCHKY52,5.0 out of 5 stars A gift for a friend for photoshoots,Tea,5,"I gave it a friend and we tested it out one time at a park. We blasted the speakers to full volume and we could hear it some feet away. It was surprisingly loud for the size of the speaker. As he puts it ""you could steal the party with this thing""","Reviewed in the United States August 25, 2024",AEMJUIG6GEMIZS723AOPZ45OELRA,True,0,Color: Red
R1E90W2N38YVNB,B08BCHKY52,"3.0 out of 5 stars Good enough, I guess",J. Payne,3,"For the price, I'm not sure if my complaints are fair, but it's my first Bluetooth speaker. It sounds awful compared to my USB portable speakers that are 10 years or more old, it sounds awful compared to my soundcore 2 ear buds.Even after manually adjusting the EQ to remove most of the bass it still sounds a little to ""bassy"", when listening to audiobooks. When listening to music, it's the same, it constantly sounds like there's something is blocking the speakers, everything it clear enough to hear, but then a muffled effect is layered over everything. Playing songs with bass I absolutely had to turn off the bass boost or it overwhelmed the audio. The best audio I got for music was to set it to custom and leave the low frequency flat and raise the high frequencies, but then bass acted like it was being pushed through a mid range speaker with a low pass filter.You could get decent audio, including songs with bass, by selecting treble boost or voice for music, but it still sounds like there some sort of ""muffled"" audio overlay on the bass. I don't know how to describe it, it's like the speaker can't produce all the base frequencies, but then they're still there coming through the speaker.Anyway if you can get it on sale it's good enough, but I'd look for coming cheaper with clear highs or spend more for a better speaker.","Reviewed in the United States September 6, 2024",AG6EQ2JGRHU3FDJS34AY27P3P6YQ,True,0,Color: Black
RGY35T6AJGGCM,B08BCHKY52,5.0 out of 5 stars Great sound,PRS,5,I bought this to listen to my music around the pool. It has an excellent sound and no weird cracks with the bass. Sets itself up- turn it on!,"Reviewed in the United States September 6, 2024",AEHJBB7M3M6KZMJN4EJCHSDG3GWA,True,0,Color: Black
RQJJPRY6O081N,B08BCHKY52,5.0 out of 5 stars Exceeded my expectations!,Praxia,5,"I don't see how a Bluetooth speaker could get any better than this for the price. Really exceptional build quality and pricing, with amazing sound quality coming from this relatively small device. Well done!","Reviewed in the United States August 31, 2024",AF5KUKEJE6B2JEGOR5SJRABCW7CQ,True,0,Color: Black
RXFTCPZILCRC6,B08BCHKY52,5.0 out of 5 stars Great sound.,Richard P.,5,"I've had this speaker for about a year now and wanted to write a true user review.It works with my cell for Amazon music on the job-site. The guys enjoy everything this bluetooth speaker offers. Clear tone for sporks talk as well as very good music quality.I connect to a power pack overnight for recharging and this speaker is energized for 8 plus hours of sound every day. As I mentioned, been using it for the last year, 5 days a week. So yes, apperrance, well it's a little worse for wear but it still keeps on working.Richard","Reviewed in the United States July 19, 2024",AFWUEOJGHFH3Y4CDHZ5VD44QDPFQ,True,0,Color: Black
R1MEKBXD7IOCS,B08BCHKY52,5.0 out of 5 stars Great,Big daddy,5,Sounds great and battery lasts a whole 8.5 hour shift and then some at a decent volume level.,"Reviewed in the United States August 23, 2024",AHM4SARX5ZLFMN6DWKTI7JI7NOCA,True,0,Color: Black
R290U588NUBMLH,B08BCHKY52,5.0 out of 5 stars Great value,Tom S.,5,"I already had Sonos and Tribit speakers. The sound on these is not as good as Sonos, but better than Tribit. For the price, I would say that these are the best of the 3. The Anker sounds larger than its size, particularly the bass.","Reviewed in the United States August 4, 2024",AHQIR2WRLCZPE7ULNZ25Y66ARLTA,True,1,Color: Black
R20VLDYQFTSRCD,B08BCHKY52,5.0 out of 5 stars 3 years,Jbimmy Manhu,5,I have had this thig for 3 years and it has been great. I always listen to music. I have droped it. Been in the rain. Been everywhere. Battery life is good too,"Reviewed in the United States August 8, 2024",AF5MVDR2V4TZXZ7NMHMOPHX3LPTQ,True,0,Color: Black
R12YSA4C51FASG,B08BCHKY52,5.0 out of 5 stars Soundcore,Bianca,5,I purchased 5 of these back in 2022. They are still great and I just purchased two more to add!,"Reviewed in the United States August 14, 2024",AGQZGSGUJSEPPKDWB7SEV6LDYNIA,True,0,Color: Black
RP8SLNG18C0U2,B08BCHKY52,5.0 out of 5 stars Works as advertised,Aisha Choo,5,"So far, I’m pleased with the clarity and sound quality. It has a very sleek minimal design which is nice. Connecting devices is simple. Overall I’m happy with my purchase. I’ve used the speaker everyday since receiving it.","Reviewed in the United States August 1, 2024",AEMJS6C4LMGX5HPP2ZMSXGJDZ6ZQ,True,0,Color: Black
R29DL3W3M4XDO2,B08BCHKY52,4.0 out of 5 stars Not waterproof,peepee,4,"I took this into the sea and 1 hour in, it died and broke(Update) Anker support contacted me and issued me a refund. Since I like the sound quality of the speaker, I ordered a replacement. I really appreciate their proactive customer service. I'll just not take it to the beach anymore.","Reviewed in the United States July 11, 2024",AENJMHJ5BIDQSIWC2BXYHWMH7F3A,True,2,Color: Black
R342K8RAHTRTTQ,B08BCHKY52,"5.0 out of 5 stars Small, great sounding.",G .FULMER,5,This Bluetooth speaker sounds great. I listen to it all the time.So far no issues. I have it for 2 months. I am Pleased with this purchase.,"Reviewed in the United States August 4, 2024",AHAJNLF46GFYKLG22GWC4MWDFILQ,True,0,Color: Black
R2AC5WBWO0P9WI,B08BCHKY52,5.0 out of 5 stars WOW!,Jerry Taylor,5,Great quality.,"Reviewed in the United States August 17, 2024",AFCU4GDCWSALD7MQPS6JH6F5JEGA,True,0,Color: Black
R1WH7YZTW7QIIP,B08BCHKY52,5.0 out of 5 stars Great little speaker,Terri Geis,5,"Great sound, I like its extra distance you can be from your phone. Very satisfied with my purchase!","Reviewed in the United States August 4, 2024",AF4EVTX4WEAYR7GQMXLHHXYZOH3A,True,0,Color: Red
RDO7W5435SU9L,B08BCHKY52,"5.0 out of 5 stars Sounds great, no distortion, long playtime,",The best Bluetooth speaker,5,Perfect for indoor or outdoor setting,"Reviewed in the United States August 10, 2024",AHYPHU25YTU4TDDM7IPO5A23DEDA,True,0,Color: Black
R10IY2LKB5834P,B08BCHKY52,3.0 out of 5 stars A drop in performance from the previous version of this speaker,Zain Kazi,3,"After using the previous speaker throughout college and after graduating, I was looking forward to using the newest version of this speaker. Sadly, this speaker is a drop in quality compared to the old version.Sound QualityThe sound quality of this speaker is not really an improvement from the previous version, and regular notes sound slightly muddled, but it is not usually very noticeable. Music with words sounds good, bass quality is pretty good, but listening to something like classical music is where I notice the individual notes sounding a bit muddled. The speaker itself can get pretty loud though, which is a step up from the previous version.Battery PerformanceThe battery performance on this speaker lasts me about a week and a half of daily use. This is a significant drop from the previous speaker, which could last me a month of daily use before charging.Bluetooth ConnectivityI have less issues connecting to this speaker than I did with the previous one. With the previous version, issues could come up when I disconnected and reconnected. Haven't noticed those issues yet with this one. My biggest issue with this speaker is that there is a delay in the transmission from my phone to the speaker, so when I watch videos, the audio doesn't sync up with what is being displayed on my phone. This is incredibly frustrating as I watch a decent amount of clips, and never had this issue with the previous version.Overall, this is a nice speaker, but I don't think I would buy it again, and it's hard to justify it being worth the $55 price. The previous version was an absolute steak at $22. Paying over double the price for a slight increase in volume and not much else is absolutely not worth it in my opinion. The speaker is good as a budget speaker, but for $55, it's no longer a budget speaker, and you're better off buying something else.","Reviewed in the United States June 14, 2024",AFSNGVI7PXHZ633L6W2VI3ABFDOQ,True,2,Color: Blue
R17A1H57OKE73X,B08BCHKY52,"3.0 out of 5 stars Its not bad but it's not great either. But, worth it if you are on a budget",Hoopy,3,"So, I bought this to replace a Bose Soundlink Bluetooth Speaker. This is not on the same level as the Bose speaker, but the price is about 25% of the Bose.I bought this because I have 2 monitors and I wanted to extend the sound to the edges of both speakers. So I got the Soundcore Anker 3 in the middle of my desk, and 2 Soundcore Minis on each side of the monitors. This setup has solved my problem and now I feel the sound is balanced for both monitors.I have 2 complaints.1) The Soundcore Anker speakers have very good bass, but they are lacking the high end sharpness. The need to make a Soundcore Tweeter,2) when I put the 3 speakers in Party Mode there is a very tiny lag between the 3 speakers. So, there is a tiny bit of echo effect like you are listening to the speakers in a stadium.But, I can live with these minor issue. I am happy to settle with the ""good"" sound quality these speakers.","Reviewed in the United States July 30, 2024",AHMCTM64XWFNNCTHB4HJA22IKDDA,True,2,Color: Black
R1X7QZSA8YX28L,B08BCHKY52,5.0 out of 5 stars Great sound,guy Kaneshiro,5,Good price and product,"Reviewed in the United States August 4, 2024",AHAIMVHQJPRLRL3FQRT7W453YGGA,True,0,Color: Black
R1XNY78MSD7P7B,B08BCHKY52,5.0 out of 5 stars Great sound.,Mike Sullivan,5,I bought to Replace another soundcore speaker. I think it was the original version. We’re just the Bluetooth quit working. Love this new one great sound battery last I think a full 24 hours or so absolutely love it.,"Reviewed in the United States July 10, 2024",AEROGWQW7ZVMBOZUKJCZNWL4SZNA,True,0,Color: Black
R129XCIYYTEJ1E,B08BCHKY52,5.0 out of 5 stars Great speaker,Kristin,5,"I have always been an anker fan, my dad lost his soundcore speaker so I got him a new one and upgraded him to the newest version…. Worth the $15 difference. Its sound quality is phenom, even better than previous versions of the speaker. Easy to connect to","Reviewed in the United States July 6, 2024",AHJGAZO5QDBWBQXJDEA3R4R55OLQ,True,0,Color: Blue
R1D1OM6EP289J3,B08BCHKY52,4.0 out of 5 stars Almost perfect,Shain Hampton,4,"This was hard to give 4 stars because it's an amazing value and the best option by far in the price range. Its sound and battery are a solid 5 stars for the price but there are 2 things holding it back. One is major and the other is trivial but still annoying1. The latency of about 350ms is bad for anything synced to video. Games, streaming, youtube, etc is all out of sync. I use VLC media player to counteract the latency by hastening the audio by 350ms for movies, but it's a real hassle to use glitchy browser plugins for streaming and forget about gaming.2. Minor issue, but the annoying audio tones it plays when powering on or off and then when connecting. This takes almost 10 seconds where it plays its little fanfare tones while totally drowning out your media. This takes entirely too long and this could have easily been accomplished with simple LEDs on the unit. Because of this, you cannot listen to something from your internal speaker, then switch on the fly over to the Soundcore as you will lose about 10 seconds of audio while doing so.","Reviewed in the United States February 7, 2024",AF5WAN4PNIFUE77XZFAFPGM2EGEQ,True,2,Color: Black
R6QZCOVDQ865G,B08BCHKY52,5.0 out of 5 stars Sounds awesome,Elepore,5,"Perfect for evening outside, listening to music or to run my sleep app with the rain. The sound is wonderful.","Reviewed in the United States July 18, 2024",AGU6PK6J2Y67WMUDFB43QLNK5HRQ,True,0,Color: Black
